Location_ID,Season,Data_Type,Parameter,Value,Unit,Acceptable_Limit,Permissible_Limit,Compliance_Status,Reference
PD-2,Monsoon,Original,Cl,43.15,mg/L,250,1000,Compliant - Safe,Table 2
PD-2,Monsoon,Original,SO4,11.07,mg/L,200,400,Compliant - Safe,Table 2
PD-2,Monsoon,Original,NO3,3.5,mg/L,45,45,Compliant - Safe,Table 2
PD-2,Monsoon,Original,F,0.08,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-2,Monsoon,Original,EC,569.52,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-2,Monsoon,Original,Na,50.78,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-2,Monsoon,Original,K,18.75,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
PD-2,Monsoon,Original,DO,6.47,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
PD-2,Monsoon,Original,HCO3,181.42,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
PD-3,Monsoon,Original,pH,6.04,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
PD-3,Monsoon,Original,TDS,400.959,mg/L,500,2000,Compliant - Safe,Table 1
PD-3,Monsoon,Original,TH,249.0,mg/L,200,600,Permissible - Needs Caution,Table 2
PD-3,Monsoon,Original,Alkalinity,34.0,mg/L,200,600,Compliant - Safe,Table 2
PD-3,Monsoon,Original,Ca,68.89,mg/L,75,200,Compliant - Safe,Table 2
PD-3,Monsoon,Original,Mg,8.45,mg/L,30,100,Compliant - Safe,Table 2
PD-3,Monsoon,Original,Iron,0.29,mg/L,0.3,0.3,Compliant - Safe,Table 2
PD-3,Monsoon,Original,Cl,152.59,mg/L,250,1000,Compliant - Safe,Table 2
PD-3,Monsoon,Original,SO4,30.38,mg/L,200,400,Compliant - Safe,Table 2
PD-3,Monsoon,Original,NO3,36.75,mg/L,45,45,Compliant - Safe,Table 2
PD-3,Monsoon,Original,F,0.06,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-3,Monsoon,Original,EC,616.86,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-3,Monsoon,Original,Na,30.06,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-3,Monsoon,Original,K,6.56,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
PD-3,Monsoon,Original,DO,4.49,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
PD-3,Monsoon,Original,HCO3,56.69,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
PD-4,Monsoon,Original,pH,5.75,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
PD-4,Monsoon,Original,TDS,386.3405,mg/L,500,2000,Compliant - Safe,Table 1
PD-4,Monsoon,Original,TH,111.0,mg/L,200,600,Compliant - Safe,Table 2
PD-4,Monsoon,Original,Alkalinity,117.0,mg/L,200,600,Compliant - Safe,Table 2
PD-4,Monsoon,Original,Ca,49.61,mg/L,75,200,Compliant - Safe,Table 2
PD-4,Monsoon,Original,Mg,6.4,mg/L,30,100,Compliant - Safe,Table 2
PD-4,Monsoon,Original,Iron,0.18,mg/L,0.3,0.3,Compliant - Safe,Table 2
PD-4,Monsoon,Original,Cl,55.99,mg/L,250,1000,Compliant - Safe,Table 2
PD-4,Monsoon,Original,SO4,7.1,mg/L,200,400,Compliant - Safe,Table 2
PD-4,Monsoon,Original,NO3,11.23,mg/L,45,45,Compliant - Safe,Table 2
PD-4,Monsoon,Original,F,0.03,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-4,Monsoon,Original,EC,594.37,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-4,Monsoon,Original,Na,43.98,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-4,Monsoon,Original,K,7.23,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
PD-4,Monsoon,Original,DO,6.39,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
PD-4,Monsoon,Original,HCO3,167.0,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
PD-5,Monsoon,Original,pH,6.87,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
PD-5,Monsoon,Original,TDS,407.4785,mg/L,500,2000,Compliant - Safe,Table 1
PD-5,Monsoon,Original,TH,259.0,mg/L,200,600,Permissible - Needs Caution,Table 2
PD-5,Monsoon,Original,Alkalinity,34.0,mg/L,200,600,Compliant - Safe,Table 2
PD-5,Monsoon,Original,Ca,53.47,mg/L,75,200,Compliant - Safe,Table 2
PD-5,Monsoon,Original,Mg,14.07,mg/L,30,100,Compliant - Safe,Table 2
PD-5,Monsoon,Original,Iron,0.26,mg/L,0.3,0.3,Compliant - Safe,Table 2
PD-5,Monsoon,Original,Cl,48.45,mg/L,250,1000,Compliant - Safe,Table 2
PD-5,Monsoon,Original,SO4,17.93,mg/L,200,400,Compliant - Safe,Table 2
PD-5,Monsoon,Original,NO3,27.03,mg/L,45,45,Compliant - Safe,Table 2
PD-5,Monsoon,Original,F,0.2,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-5,Monsoon,Original,EC,626.89,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-5,Monsoon,Original,Na,25.75,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-5,Monsoon,Original,K,19.47,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
PD-5,Monsoon,Original,DO,4.75,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
PD-5,Monsoon,Original,HCO3,170.22,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
IA-1,Monsoon,Original,pH,5.55,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
IA-1,Monsoon,Original,TDS,461.5,mg/L,500,2000,Compliant - Safe,Table 1
IA-1,Monsoon,Original,TH,167.0,mg/L,200,600,Compliant - Safe,Table 2
IA-1,Monsoon,Original,Alkalinity,33.0,mg/L,200,600,Compliant - Safe,Table 2
IA-1,Monsoon,Original,Ca,52.25,mg/L,75,200,Compliant - Safe,Table 2
IA-1,Monsoon,Original,Mg,8.63,mg/L,30,100,Compliant - Safe,Table 2
IA-1,Monsoon,Original,Iron,0.12,mg/L,0.3,0.3,Compliant - Safe,Table 2
IA-1,Monsoon,Original,Cl,107.14,mg/L,250,1000,Compliant - Safe,Table 2
IA-1,Monsoon,Original,SO4,19.22,mg/L,200,400,Compliant - Safe,Table 2
IA-1,Monsoon,Original,NO3,95.15,mg/L,45,45,Non-Compliant - Unsafe,Table 2
IA-1,Monsoon,Original,F,0.09,mg/L,1.0,1.5,Compliant - Safe,Table 2
IA-1,Monsoon,Original,EC,710.0,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
IA-1,Monsoon,Original,Na,76.16,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
IA-1,Monsoon,Original,K,15.16,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
IA-1,Monsoon,Original,DO,2.89,mg/L,"(6, 14)","(4, 14)",Non-Compliant - Unsafe,CPCB Class A Criteria
IA-1,Monsoon,Original,HCO3,73.49,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
IA-2,Monsoon,Original,pH,4.78,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
IA-2,Monsoon,Original,TDS,305.266,mg/L,500,2000,Compliant - Safe,Table 1
IA-2,Monsoon,Original,TH,62.0,mg/L,200,600,Compliant - Safe,Table 2
IA-2,Monsoon,Original,Alkalinity,64.0,mg/L,200,600,Compliant - Safe,Table 2
IA-2,Monsoon,Original,Ca,30.87,mg/L,75,200,Compliant - Safe,Table 2
IA-2,Monsoon,Original,Mg,5.66,mg/L,30,100,Compliant - Safe,Table 2
IA-2,Monsoon,Original,Iron,0.5,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
IA-2,Monsoon,Original,Cl,54.54,mg/L,250,1000,Compliant - Safe,Table 2
IA-2,Monsoon,Original,SO4,30.08,mg/L,200,400,Compliant - Safe,Table 2
IA-2,Monsoon,Original,NO3,42.5,mg/L,45,45,Compliant - Safe,Table 2
IA-2,Monsoon,Original,F,0.21,mg/L,1.0,1.5,Compliant - Safe,Table 2
IA-2,Monsoon,Original,EC,469.64,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
IA-2,Monsoon,Original,Na,47.69,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
IA-2,Monsoon,Original,K,19.21,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
IA-2,Monsoon,Original,DO,5.1,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
IA-2,Monsoon,Original,HCO3,62.94,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
IA-3,Monsoon,Original,pH,5.04,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
IA-3,Monsoon,Original,TDS,476.593,mg/L,500,2000,Compliant - Safe,Table 1
IA-3,Monsoon,Original,TH,145.0,mg/L,200,600,Compliant - Safe,Table 2
IA-3,Monsoon,Original,Alkalinity,54.0,mg/L,200,600,Compliant - Safe,Table 2
IA-3,Monsoon,Original,Ca,61.8,mg/L,75,200,Compliant - Safe,Table 2
IA-3,Monsoon,Original,Mg,11.52,mg/L,30,100,Compliant - Safe,Table 2
IA-3,Monsoon,Original,Iron,0.14,mg/L,0.3,0.3,Compliant - Safe,Table 2
IA-3,Monsoon,Original,Cl,70.14,mg/L,250,1000,Compliant - Safe,Table 2
IA-3,Monsoon,Original,SO4,24.1,mg/L,200,400,Compliant - Safe,Table 2
IA-3,Monsoon,Original,NO3,21.43,mg/L,45,45,Compliant - Safe,Table 2
IA-3,Monsoon,Original,F,0.12,mg/L,1.0,1.5,Compliant - Safe,Table 2
IA-3,Monsoon,Original,EC,733.22,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
IA-3,Monsoon,Original,Na,76.63,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
IA-3,Monsoon,Original,K,4.36,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
IA-3,Monsoon,Original,DO,3.15,mg/L,"(6, 14)","(4, 14)",Non-Compliant - Unsafe,CPCB Class A Criteria
IA-3,Monsoon,Original,HCO3,201.57,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
IA-4,Monsoon,Original,pH,6.16,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
IA-4,Monsoon,Original,TDS,401.64799999999997,mg/L,500,2000,Compliant - Safe,Table 1
IA-4,Monsoon,Original,TH,160.0,mg/L,200,600,Compliant - Safe,Table 2
IA-4,Monsoon,Original,Alkalinity,79.0,mg/L,200,600,Compliant - Safe,Table 2
IA-4,Monsoon,Original,Ca,48.47,mg/L,75,200,Compliant - Safe,Table 2
IA-4,Monsoon,Original,Mg,11.14,mg/L,30,100,Compliant - Safe,Table 2
IA-4,Monsoon,Original,Iron,0.55,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
IA-4,Monsoon,Original,Cl,148.53,mg/L,250,1000,Compliant - Safe,Table 2
IA-4,Monsoon,Original,SO4,19.9,mg/L,200,400,Compliant - Safe,Table 2
IA-4,Monsoon,Original,NO3,29.82,mg/L,45,45,Compliant - Safe,Table 2
IA-4,Monsoon,Original,F,0.04,mg/L,1.0,1.5,Compliant - Safe,Table 2
IA-4,Monsoon,Original,EC,617.92,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
IA-4,Monsoon,Original,Na,43.44,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
IA-4,Monsoon,Original,K,6.39,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
IA-4,Monsoon,Original,DO,3.3,mg/L,"(6, 14)","(4, 14)",Non-Compliant - Unsafe,CPCB Class A Criteria
IA-4,Monsoon,Original,HCO3,87.44,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
IA-5,Monsoon,Original,pH,5.547215253890415,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
IA-5,Monsoon,Original,TDS,426.517,mg/L,500,2000,Compliant - Safe,Table 1
IA-5,Monsoon,Original,TH,111.0,mg/L,200,600,Compliant - Safe,Table 2
IA-5,Monsoon,Original,Alkalinity,87.0,mg/L,200,600,Compliant - Safe,Table 2
IA-5,Monsoon,Original,Ca,41.45,mg/L,75,200,Compliant - Safe,Table 2
IA-5,Monsoon,Original,Mg,10.54,mg/L,30,100,Compliant - Safe,Table 2
IA-5,Monsoon,Original,Iron,0.46,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
IA-5,Monsoon,Original,Cl,130.32,mg/L,250,1000,Compliant - Safe,Table 2
IA-5,Monsoon,Original,SO4,21.22,mg/L,200,400,Compliant - Safe,Table 2
IA-5,Monsoon,Original,NO3,16.67,mg/L,45,45,Compliant - Safe,Table 2
IA-5,Monsoon,Original,F,0.05,mg/L,1.0,1.5,Compliant - Safe,Table 2
IA-5,Monsoon,Original,EC,656.18,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
IA-5,Monsoon,Original,Na,48.95,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
IA-5,Monsoon,Original,K,19.17,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
IA-5,Monsoon,Original,DO,6.56,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
IA-5,Monsoon,Original,HCO3,132.04,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-1,Monsoon,Original,pH,5.76,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
DY-1,Monsoon,Original,TDS,380.835,mg/L,500,2000,Compliant - Safe,Table 1
DY-1,Monsoon,Original,TH,45.0,mg/L,200,600,Compliant - Safe,Table 2
DY-1,Monsoon,Original,Alkalinity,63.0,mg/L,200,600,Compliant - Safe,Table 2
DY-1,Monsoon,Original,Ca,40.14,mg/L,75,200,Compliant - Safe,Table 2
DY-1,Monsoon,Original,Mg,8.46,mg/L,30,100,Compliant - Safe,Table 2
DY-1,Monsoon,Original,Iron,0.27,mg/L,0.3,0.3,Compliant - Safe,Table 2
DY-1,Monsoon,Original,Cl,29.94,mg/L,250,1000,Compliant - Safe,Table 2
DY-1,Monsoon,Original,SO4,14.94,mg/L,200,400,Compliant - Safe,Table 2
DY-1,Monsoon,Original,NO3,19.34,mg/L,45,45,Compliant - Safe,Table 2
DY-1,Monsoon,Original,F,0.15,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-1,Monsoon,Original,EC,585.9,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-1,Monsoon,Original,Na,58.26,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-1,Monsoon,Original,K,12.66,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
DY-1,Monsoon,Original,DO,6.85,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
DY-1,Monsoon,Original,HCO3,196.6,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-2,Monsoon,Original,pH,5.52,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
DY-2,Monsoon,Original,TDS,451.95149999999995,mg/L,500,2000,Compliant - Safe,Table 1
DY-2,Monsoon,Original,TH,151.0,mg/L,200,600,Compliant - Safe,Table 2
DY-2,Monsoon,Original,Alkalinity,45.0,mg/L,200,600,Compliant - Safe,Table 2
DY-2,Monsoon,Original,Ca,60.74,mg/L,75,200,Compliant - Safe,Table 2
DY-2,Monsoon,Original,Mg,13.07,mg/L,30,100,Compliant - Safe,Table 2
DY-2,Monsoon,Original,Iron,0.34,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
DY-2,Monsoon,Original,Cl,131.57,mg/L,250,1000,Compliant - Safe,Table 2
DY-2,Monsoon,Original,SO4,32.05,mg/L,200,400,Compliant - Safe,Table 2
DY-2,Monsoon,Original,NO3,12.13,mg/L,45,45,Compliant - Safe,Table 2
DY-2,Monsoon,Original,F,0.15,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-2,Monsoon,Original,EC,695.31,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-2,Monsoon,Original,Na,57.95,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-2,Monsoon,Original,K,12.34,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
DY-2,Monsoon,Original,DO,6.04,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
DY-2,Monsoon,Original,HCO3,82.1,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-3,Monsoon,Original,pH,6.77,,"(6.5, 8.5)","(6.5, 8.5)",Compliant - Safe,Table 1
DY-3,Monsoon,Original,TDS,354.54900000000004,mg/L,500,2000,Compliant - Safe,Table 1
DY-3,Monsoon,Original,TH,110.0,mg/L,200,600,Compliant - Safe,Table 2
DY-3,Monsoon,Original,Alkalinity,125.0,mg/L,200,600,Compliant - Safe,Table 2
DY-3,Monsoon,Original,Ca,46.61,mg/L,75,200,Compliant - Safe,Table 2
DY-3,Monsoon,Original,Mg,6.61,mg/L,30,100,Compliant - Safe,Table 2
DY-3,Monsoon,Original,Iron,0.58,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
DY-3,Monsoon,Original,Cl,130.78,mg/L,250,1000,Compliant - Safe,Table 2
DY-3,Monsoon,Original,SO4,15.45,mg/L,200,400,Compliant - Safe,Table 2
DY-3,Monsoon,Original,NO3,17.8,mg/L,45,45,Compliant - Safe,Table 2
DY-3,Monsoon,Original,F,0.13,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-3,Monsoon,Original,EC,545.46,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-3,Monsoon,Original,Na,28.68,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-3,Monsoon,Original,K,17.53,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
DY-3,Monsoon,Original,DO,2.3,mg/L,"(6, 14)","(4, 14)",Non-Compliant - Unsafe,CPCB Class A Criteria
DY-3,Monsoon,Original,HCO3,65.62,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-4,Monsoon,Original,pH,5.49,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
DY-4,Monsoon,Original,TDS,510.6335,mg/L,500,2000,Permissible - Needs Caution,Table 1
DY-4,Monsoon,Original,TH,179.0,mg/L,200,600,Compliant - Safe,Table 2
DY-4,Monsoon,Original,Alkalinity,122.0,mg/L,200,600,Compliant - Safe,Table 2
DY-4,Monsoon,Original,Ca,61.62,mg/L,75,200,Compliant - Safe,Table 2
DY-4,Monsoon,Original,Mg,8.78,mg/L,30,100,Compliant - Safe,Table 2
DY-4,Monsoon,Original,Iron,0.27,mg/L,0.3,0.3,Compliant - Safe,Table 2
DY-4,Monsoon,Original,Cl,57.45,mg/L,250,1000,Compliant - Safe,Table 2
DY-4,Monsoon,Original,SO4,22.72,mg/L,200,400,Compliant - Safe,Table 2
DY-4,Monsoon,Original,NO3,26.27,mg/L,45,45,Compliant - Safe,Table 2
DY-4,Monsoon,Original,F,0.03,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-4,Monsoon,Original,EC,785.59,uS/cm,750,3000,Permissible - Needs Caution,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-4,Monsoon,Original,Na,71.8,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-4,Monsoon,Original,K,19.59,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
DY-4,Monsoon,Original,DO,4.93,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
DY-4,Monsoon,Original,HCO3,238.22,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
DY-5,Monsoon,Original,pH,5.66,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
DY-5,Monsoon,Original,TDS,414.45300000000003,mg/L,500,2000,Compliant - Safe,Table 1
DY-5,Monsoon,Original,TH,274.0,mg/L,200,600,Permissible - Needs Caution,Table 2
DY-5,Monsoon,Original,Alkalinity,109.0,mg/L,200,600,Compliant - Safe,Table 2
DY-5,Monsoon,Original,Ca,50.21,mg/L,75,200,Compliant - Safe,Table 2
DY-5,Monsoon,Original,Mg,12.05,mg/L,30,100,Compliant - Safe,Table 2
DY-5,Monsoon,Original,Iron,0.3,mg/L,0.3,0.3,Compliant - Safe,Table 2
DY-5,Monsoon,Original,Cl,92.65,mg/L,250,1000,Compliant - Safe,Table 2
DY-5,Monsoon,Original,SO4,32.13,mg/L,200,400,Compliant - Safe,Table 2
DY-5,Monsoon,Original,NO3,7.34,mg/L,45,45,Compliant - Safe,Table 2
DY-5,Monsoon,Original,F,0.05,mg/L,1.0,1.5,Compliant - Safe,Table 2
DY-5,Monsoon,Original,EC,637.62,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
DY-5,Monsoon,Original,Na,57.55,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
DY-5,Monsoon,Original,K,19.7,mg/L,12,12,Non-Compliant - Unsafe,GoI FSSAI / WHO advisory
DY-5,Monsoon,Original,DO,4.86,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
DY-5,Monsoon,Original,HCO3,112.41,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
PD-1,Postmonsoon,Original,pH,5.23,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
PD-1,Postmonsoon,Original,TDS,294.4695,mg/L,500,2000,Compliant - Safe,Table 1
PD-1,Postmonsoon,Original,TH,221.0,mg/L,200,600,Permissible - Needs Caution,Table 2
PD-1,Postmonsoon,Original,Alkalinity,50.0,mg/L,200,600,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,Ca,35.75,mg/L,75,200,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,Mg,2.86,mg/L,30,100,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,Iron,0.28,mg/L,0.3,0.3,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,Cl,37.22,mg/L,250,1000,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,SO4,22.86,mg/L,200,400,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,NO3,51.94,mg/L,45,45,Non-Compliant - Unsafe,Table 2
PD-1,Postmonsoon,Original,F,0.15,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-1,Postmonsoon,Original,EC,453.03,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-1,Postmonsoon,Original,Na,29.51,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-1,Postmonsoon,Original,K,8.33,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
PD-1,Postmonsoon,Original,DO,5.13,mg/L,"(6, 14)","(4, 14)",Permissible - Needs Caution,CPCB Class A Criteria
PD-1,Postmonsoon,Original,HCO3,98.58,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
PD-2,Postmonsoon,Original,pH,6.35,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
PD-2,Postmonsoon,Original,TDS,243.80849999999998,mg/L,500,2000,Compliant - Safe,Table 1
PD-2,Postmonsoon,Original,TH,170.0,mg/L,200,600,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,Alkalinity,74.0,mg/L,200,600,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,Ca,20.98,mg/L,75,200,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,Mg,15.37,mg/L,30,100,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,Iron,0.25,mg/L,0.3,0.3,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,Cl,42.18,mg/L,250,1000,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,SO4,12.78,mg/L,200,400,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,NO3,26.41,mg/L,45,45,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,F,0.16,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-2,Postmonsoon,Original,EC,375.09,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-2,Postmonsoon,Original,Na,10.64,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-2,Postmonsoon,Original,K,3.43,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
PD-2,Postmonsoon,Original,DO,6.02,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
PD-2,Postmonsoon,Original,HCO3,87.12,mg/L,300,600,Compliant - Safe,Derived from Alkalinity (IS 10500)
PD-3,Postmonsoon,Original,pH,6.26,,"(6.5, 8.5)","(6.5, 8.5)",Non-Compliant - Unsafe,Table 1
PD-3,Postmonsoon,Original,TDS,214.7145,mg/L,500,2000,Compliant - Safe,Table 1
PD-3,Postmonsoon,Original,TH,126.0,mg/L,200,600,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,Alkalinity,46.0,mg/L,200,600,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,Ca,17.11,mg/L,75,200,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,Mg,16.66,mg/L,30,100,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,Iron,0.45,mg/L,0.3,0.3,Non-Compliant - Unsafe,Table 2
PD-3,Postmonsoon,Original,Cl,57.52,mg/L,250,1000,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,SO4,7.86,mg/L,200,400,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,NO3,17.94,mg/L,45,45,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,F,0.19,mg/L,1.0,1.5,Compliant - Safe,Table 2
PD-3,Postmonsoon,Original,EC,330.33,uS/cm,750,3000,Compliant - Safe,"WHO (2011) Guidelines for Drinking-water Quality, 4th Ed."
PD-3,Postmonsoon,Original,Na,19.77,mg/L,200,200,Compliant - Safe,WHO (2011) / ICMR recommendation
PD-3,Postmonsoon,Original,K,3.3,mg/L,12,12,Compliant - Safe,GoI FSSAI / WHO advisory
PD-3,Postmonsoon,Original,DO,6.73,mg/L,"(6, 14)","(4, 14)",Compliant - Safe,CPCB Class A Criteria
